#header
WIDTH 20
HEIGHT 20

#data
18,18,18,18,65,65,65,18,65,65,65,65,65,65,-1,65,65,-1,-1,-1,
0,-1,65,65,18,-1,-1,65,65,65,18,18,65,65,18,-1,-1,-1,-1,-1,
-1,0,65,-1,65,65,-1,65,-1,-1,-1,18,65,65,65,-1,-1,-1,-1,-1,
-1,65,65,65,0,65,65,65,-1,-1,-1,65,65,65,65,-1,-1,-1,-1,-1,
-1,65,-1,-1,65,65,-1,-1,-1,-1,-1,-1,-1,65,18,-1,-1,-1,-1,-1,
65,65,-1,-1,65,65,-1,-1,-1,-1,-1,65,65,18,18,-1,-1,-1,-1,-1,
65,65,-1,-1,65,-1,65,-1,65,65,18,65,-1,-1,-1,65,-1,-1,-1,-1,
65,-1,65,-1,65,65,-1,65,18,65,-1,-1,65,-1,18,-1,-1,-1,-1,-1,
65,-1,65,-1,65,65,65,-1,18,-1,-1,-1,-1,65,18,-1,65,-1,-1,-1,
-1,-1,-1,65,65,65,-1,65,65,-1,-1,-1,-1,-1,65,-1,-1,65,-1,-1,
-1,-1,-1,-1,65,65,65,18,-1,65,-1,-1,-1,-1,18,65,-1,65,-1,-1,
-1,-1,-1,-1,65,65,-1,65,65,65,65,65,-1,-1,18,-1,-1,65,-1,-1,
-1,-1,-1,-1,65,65,-1,18,-1,-1,-1,65,65,65,18,-1,-1,65,-1,-1,
-1,-1,-1,-1,-1,65,65,65,65,-1,65,65,65,-1,18,65,-1,-1,-1,-1,
-1,-1,-1,-1,-1,65,-1,65,-1,-1,-1,-1,-1,-1,18,-1,65,-1,-1,-1,
-1,-1,-1,-1,-1,-1,65,65,65,-1,-1,-1,-1,18,-1,65,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,18,-1,65,65,65,65,65,65,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,65,65,65,65,65,65,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
